ID	type	label	popup	size	URL	description	short_name	Nsequences	Nfamilies	cdd_code
cdd_264522	cdd	gp6_gp15_like	Head-Tail Connector Proteins gp6 and gp15, and similar proteins	77.9655	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl12049	Head-Tail Connector Proteins gp6 and gp15, and similar proteins. This family of proteins contain head-tail connector proteins related to gp6 from bacteriophage HK97. A structure of this protein shows similarity to gp15 a well characterized connector component of bacteriophage SPP1.	gp6_gp15_like	292	8	cl12049
cdd_260427	cdd	Nudix_Hydrolase	N/A	89.8602	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00447	N/A. DR1025 from Deinococcus radiodurans, a member of the Nudix hydrolase superfamily, show nucleoside triphosphatase and dinucleoside polyphosphate pyrophosphatase activities. Like other enzymes belonging to this superfamily, it requires a divalent cation, in this case Mg2+, for its activity. It also contains a highly conserved 23-residue nudix motif (GX5EX7REUXEEXGU, where U = I, L or V), which functions as a metal binding and catalytic site. In general, substrates of nudix hydrolases include intact and oxidatively damaged nucleoside triphosphates, dinucleoside polyphosphates, nucleotide-sugars and dinucleotide enzymes. These substrates are metabolites or cell signaling molecules that require regulation during different stages of the cell cycle or during periods of stress. In general, the role of the nudix hydrolase is to sanitize the nucleotide pools and to maintain cell viability, thereby serving as surveillance & "house-cleaning" enzymes. Substrate specificity is used to define families within the superfamily. Differences in substrate specificity are determined by the N-terminal extension or by residues in variable loop regions. Mechanistically, substrate hydrolysis occurs by a nucleophilic substitution reaction, with variation in the numbers and roles of divalent cations required.	Nudix_Hydrolase	1729	73	cl00447
cdd_153420	cdd	Pumilio	Pumilio-family RNA binding domain	65.4585	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cd07920	Pumilio-family RNA binding domain. Puf repeats (also labelled PUM-HD or Pumilio homology domain) mediate sequence specific RNA binding in fly Pumilio, worm FBF-1 and FBF-2, and many other proteins such as vertebrate Pumilio. These proteins function as translational repressors in early embryonic development by binding to sequences in the 3' UTR of target mRNAs, such as the nanos response element (NRE) in fly Hunchback mRNA, or the point mutation element (PME) in worm fem-3 mRNA. Other proteins that contain Puf domains are also plausible RNA binding proteins. Yeast PUF1 (JSN1), for instance, appears to contain a single RNA-recognition motif (RRM) domain. Puf repeat proteins have been observed to function asymmetrically and may be responsible for creating protein gradients involved in the specification of cell fate and differentiation. Puf domains usually occur as a tandem repeat of 8 domains. This model encompasses all 8 tandem repeats. Some proteins may have fewer (canonical) repeats.	Pumilio	45	1	cd07920
cdd_266574	cdd	RecA-like_NTPases	N/A	82.4623	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17233	N/A. This AAA domain is found in a wide variety of presumed DNA repair proteins.	RecA-like_NTPases	572	50	cl17233
cdd_260432	cdd	TM_PBP1_branched-chain-AA_like	N/A	87.7333	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00454	N/A. This is a large family mainly comprising high-affinity branched-chain amino acid transporter proteins such as Escherichia coli LivH and LivM, both of which are form the LIV-I transport system. Also found with in this family are proteins from the galactose transport system permease and a ribose transport system.	TM_PBP1_branched-chain-AA_like	1258	29	cl00454
cdd_260433	cdd	SLC5-6-like_sbd	Solute carrier families 5 and 6-like; solute binding domain	90.9401	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00456	Solute carrier families 5 and 6-like; solute binding domain. acetate permease; Provisional	SLC5-6-like_sbd	2032	86	cl00456
cdd_266579	cdd	RING	N/A	82.2605	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17238	N/A. This is a family of primate-specific Ret finger protein-like (RFPL) zinc-fingers of the C3HC4 type. Ret finger protein-like proteins are primate-specific target genes of Pax6, a key transcription factor for pancreas, eye and neocortex development. This domain is likely to be DNA-binding. This zinc-finger domain together with the RDM domain, pfam11002, forms a large zinc-finger structure of the RING/U-Box superfamily. RING-containing proteins are known to exert an E3 ubiquitin protein ligase activity with the zinc-finger structure being mandatory for binding to the E2 ubiquitin-conjugating enzyme.	RING	555	18	cl17238
cdd_266580	cdd	FDH_GDH_like	Formate/glycerate dehydrogenases, D-specific 2-hydroxy acid dehydrogenases and related dehydrogenases	92.3423	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17240	Formate/glycerate dehydrogenases, D-specific 2-hydroxy acid dehydrogenases and related dehydrogenases. This family represents the largest portion of the catalytic domain of 2-hydroxyacid dehydrogenases as the NAD binding domain is inserted within the structural domain.	FDH_GDH_like	2506	65	cl17240
cdd_263509	cdd	AmyAc_family	Alpha amylase catalytic domain family	92.0001	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl07893	Alpha amylase catalytic domain family. GHL13 is a family of hypothetical glycoside hydrolases.	AmyAc_family	2381	49	cl07893
cdd_261449	cdd	Translation_Factor_II_like	N/A	91.0608	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl02787	N/A. Elongation factor Tu consists of several structural domains, and this is usually the fourth.	Translation_Factor_II_like	2069	24	cl02787
cdd_266583	cdd	KH-I	N/A	85.2515	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17245	N/A. KH motifs bind RNA in vitro. This RNA-binding domain is required for the efficient anchoring of ASH1-mRNA to the distal tip of the daughter cell. ASH1 is a specific repressor of transcription that localizes asymmetrically to the daughter cell nucleus. RNA localisation is a widespread mechanism for achieving localized protein synthesis.	KH-I	868	8	cl17245
cdd_261464	cdd	phosphagen_kinases	Phosphagen (guanidino) kinases	71.8489	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl02823	Phosphagen (guanidino) kinases. The substrate binding site is located in the cleft between N and C-terminal domains, but most of the catalytic residues are found in the larger C-terminal domain.	phosphagen_kinases	117	6	cl02823
cdd_266586	cdd	SANT	N/A	74.3476	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17250	N/A. This family contains the DNA binding domains from Myb proteins, as well as the SANT domain family.	SANT	170	5	cl17250
cdd_266587	cdd	DEXDc	N/A	77.8964	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17251	N/A. This is a family of fungal and plant CMS1-like proteins. The family has similarity to the DEAD-box helicases.	DEXDc	289	7	cl17251
cdd_263758	cdd	MATE_like	Multidrug and toxic compound extrusion family and similar proteins	90.0546	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl09326	Multidrug and toxic compound extrusion family and similar proteins. The integral membrane proteins from the MATE family are involved in exporting metabolites across the cell membrane and are responsible for multidrug resistance (MDR) in many bacteria and animals. A number of family members are involved in the synthesis of peptidoglycan components in bacteria.	MATE_like	1780	29	cl09326
cdd_260963	cdd	ATase	N/A	79.6919	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl01497	N/A. This domain is a 3 helical bundle.	ATase	378	4	cl01497
cdd_260326	cdd	Aconitase	Aconitase catalytic domain; Aconitase catalyzes the reversible isomerization of citrate and isocitrate as part of the TCA cycle	72.0737	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00285	Aconitase catalytic domain; Aconitase catalyzes the reversible isomerization of citrate and isocitrate as part of the TCA cycle. Family of hypothetical proteins.	Aconitase	121	18	cl00285
cdd_260454	cdd	SmpB	Small protein B (SmpB) is a component of the trans-translation system in prokaryotes for releasing stalled ribosome from damaged messenger RNAs	75.2308	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00482	Small protein B (SmpB) is a component of the trans-translation system in prokaryotes for releasing stalled ribosome from damaged messenger RNAs. SsrA-binding protein; Validated	SmpB	194	5	cl00482
cdd_266599	cdd	APH_ChoK_like	N/A	79.7447	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17270	N/A. Choline kinase catalyses the committed step in the synthesis of phosphatidylcholine by the CDP-choline pathway. This alignment covers the protein kinase portion of the protein. The divergence of this family makes it very difficult to create a model that specifically predicts choline/ethanolamine kinases only.	APH_ChoK_like	381	27	cl17270
cdd_260458	cdd	EEP	Exonuclease-Endonuclease-Phosphatase (EEP) domain superfamily	85.2822	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00490	Exonuclease-Endonuclease-Phosphatase (EEP) domain superfamily. This domain represents the endonuclease region of retrotransposons from a range of bacteria, archaea and eukaryotes.   These are enzymes largely from class EC:2.7.7.49.	EEP	872	52	cl00490
cdd_261488	cdd	DHQ_Fe-ADH	Dehydroquinate synthase-like (DHQ-like) and iron-containing alcohol dehydrogenases (Fe-ADH)	86.7685	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl02872	Dehydroquinate synthase-like (DHQ-like) and iron-containing alcohol dehydrogenases (Fe-ADH). The 3-dehydroquinate synthase EC:4.6.1.3 domain is present in isolation in various bacterial 3-dehydroquinate synthases and also present as a domain in the pentafunctional AROM polypeptide. 3-dehydroquinate (DHQ) synthase catalyses the formation of dehydroquinate (DHQ) and orthophosphate from 3-deoxy-D-arabino heptulosonic 7 phosphate. This reaction is part of the shikimate pathway which is involved in the biosynthesis of aromatic amino acids.	DHQ_Fe-ADH	1089	56	cl02872
cdd_241902	cdd	trimeric_dUTPase	Trimeric dUTP diphosphatases	77.9655	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00493	Trimeric dUTP diphosphatases. deoxyuridine 5'-triphosphate nucleotidohydrolase; Provisional	trimeric_dUTPase	292	15	cl00493
cdd_213395	cdd	F1-ATPase_delta	mitochondrial ATP synthase delta subunit	78.7226	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cd12152	mitochondrial ATP synthase delta subunit. The F-ATPase is found in bacterial plasma membranes, mitochondrial inner membranes and in chloroplast thylakoid membranes. It has also been found in the archaea Methanosarcina barkeri. It uses a proton gradient to drive ATP synthesis and hydrolyzes ATP to build the proton gradient. The extrinisic membrane domain, F1, is composed of alpha, beta, gamma, delta, and epsilon subunits with a stoichiometry of 3:3:1:1:1. Alpha and beta subunit form the globular catalytic moiety, a hexameric ring of alternating subunits. Gamma, delta and epsilon subunits form a stalk, connecting F1 to F0, the integral membrane proton translocating domain. In bacteria, which is lacking a eukaryotic epsilon subunit homolog, this subunit is called the epsilon subunit.	F1-ATPase_delta	327	1	cd12152
cdd_260469	cdd	hot_dog	N/A	96.0029	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00509	N/A. This is the dehydratase domain of polyketide synthases. Structural analysis shows these DH domains are double hotdogs in which the active site contains a histidine from the N-terminal hotdog and an aspartate from the C-terminal hotdog. Studies have uncovered that a substrate tunnel formed between the DH domains may be essential for loading substrates and unloading products.	hot_dog	4332	53	cl00509
cdd_263542	cdd	RuBisCO_large	Ribulose bisphosphate carboxylase large chain	75.0915	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl08232	Ribulose bisphosphate carboxylase large chain. Ribulose bisphosphate carboxylase (Rubisco) plays an important role in the Calvin reductive pentose phosphate pathway. It catalyzes the primary CO2 fixation step. Rubisco is activated by carbamylation of an active site lysine, stabilized by a divalent cation, which then catalyzes the proton abstraction from the substrate ribulose 1,5 bisphosphate (RuBP) and leads to the formation of two molecules of 3-phosphoglycerate. Members of the Rubisco family can be divided into 4 subgroups, Form I-IV , which differ in their taxonomic distribution and subunit composition. Form III is only found in archaea and forms large subunit oligomers (dimers or decamers) that do not include small subunits.	RuBisCO_large	190	10	cl08232
cdd_264492	cdd	Nucleotidyl_cyc_III	Class III nucleotidyl cyclases	90.0018	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl11967	Class III nucleotidyl cyclases. This domain is found linked to a wide range of non-homologous domains in a variety of bacteria. It has been shown to be homologous to the adenylyl cyclase catalytic domain and has diguanylate cyclase activity. This observation correlates with the functional information available on two GGDEF-containing proteins, namely diguanylate cyclase and phosphodiesterase A of Acetobacter xylinum, both of which regulate the turnover of cyclic diguanosine monophosphate.	Nucleotidyl_cyc_III	1766	8	cl11967
cdd_260478	cdd	DAGK_IM_like	Integral membrane diacylglycerol kinase and similar enzymes	83.1926	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00526	Integral membrane diacylglycerol kinase and similar enzymes. This bacterial family of homo-trimeric integral membrane enzyme domains catalyzes the ATP-dependent phosphorylation of of undecaprenol to undecaprenyl phosphate. They sit N-terminally to phosphatase domains that are members of the type 2 phosphatidic acid phosphatase superfamily, and the function of members of this domain architecture was determined to be undecaprenyl pyrophosphate phosphatases. The bi-functional enzymes might generate undecaprenyl phosphate via two mechanisms - the phosphorylation of undecaprenol or the cleavage of the terminal phosphate group of undecaprenyl pyrophosphate.	DAGK_IM_like	638	6	cl00526
cdd_262530	cdd	PLA2_like	N/A	75.4010	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl05417	N/A. Phospholipase A2 releases fatty acids from the second carbon group of glycerol. Perhaps the best known members are secreted snake venoms, but also found in secreted pancreatic and membrane-associated forms. Structure is all-alpha, with two core disulfide-linked helices and a calcium-binding loop. This alignment represents the major family of PLA2s. A second minor family, defined by the honeybee venom PLA2 PDB:1POC and related sequences from Gila monsters (Heloderma), is not recognized. This minor family conserves the core helix pair but is substantially different elsewhere. The PROSITE pattern PA2_HIS, specific to the first core helix, recognizes both families.	PLA2_like	199	9	cl05417
cdd_266630	cdd	Fur_like	Ferric uptake regulator(Fur) and related metalloregulatory proteins; typically iron-dependent, DNA-binding repressors and activators	79.5307	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17326	Ferric uptake regulator(Fur) and related metalloregulatory proteins; typically iron-dependent, DNA-binding repressors and activators. ferric uptake regulator; Provisional	Fur_like	369	5	cl17326
